payment_id,customer_id,amount,currency,failure_reason,failure_message,attempt_count,customer_success_rate,previous_payments,subscription_status,days_since_failure,previous_recovery_attempts,payment_already_succeeded,ground_truth_action,ground_truth_recoverable,simulated_outcome
P0329,C1452,4999.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.77,22,ACTIVE,1.93,0,True,MARK_UNRECOVERABLE,False,N/A
P0330,C1773,3499.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,1,0.81,22,NONE,0.8,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0331,C1848,1299.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,1.0,35,PAST_DUE,0.45,0,False,RETRY_PAYMENT,True,SUCCESS
P0332,C1070,4999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.74,18,ACTIVE,0.18,0,False,RETRY_PAYMENT,True,SUCCESS
P0333,C1190,199.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.7,9,NONE,0.91,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0334,C1810,999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,3,0.75,26,NONE,1.66,0,False,ESCALATE_TO_HUMAN,False,N/A
P0335,C1256,1999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,1.0,30,NONE,0.01,1,False,WAIT_AND_RETRY,True,FAIL
P0336,C1484,2499.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.6,12,NONE,1.17,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0337,C1996,799.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.91,12,ACTIVE,0.53,0,False,RETRY_PAYMENT,True,SUCCESS
P0338,C1254,2499.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,1,0.65,2,ACTIVE,4.18,0,False,RETRY_PAYMENT,True,FAIL
P0339,C1324,499.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,1,0.74,34,ACTIVE,5.47,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0340,C1331,8999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.68,18,NONE,1.15,0,False,RETRY_PAYMENT,True,SUCCESS
P0341,C1751,799.0,INR,EXPIRED_CARD,Card expired,0,0.8,34,PAST_DUE,0.01,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0342,C1330,24999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.68,12,NONE,1.69,0,False,ESCALATE_TO_HUMAN,False,N/A
P0343,C1584,199.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.82,12,ACTIVE,5.05,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0344,C1369,14999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,1.0,31,NONE,2.24,0,False,ESCALATE_TO_HUMAN,False,N/A
P0345,C1099,4999.0,INR,EXPIRED_CARD,Card expired,2,0.73,4,NONE,0.51,0,False,ESCALATE_TO_HUMAN,False,N/A
P0346,C1366,3499.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.85,35,NONE,3.46,0,False,RETRY_PAYMENT,True,SUCCESS
P0347,C1332,1499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,2,0.69,22,NONE,3.32,0,False,ESCALATE_TO_HUMAN,False,N/A
P0348,C1458,599.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.88,24,NONE,0.01,2,False,ESCALATE_TO_HUMAN,False,N/A
P0349,C1022,15999.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.5,0,PAST_DUE,7.03,0,False,ESCALATE_TO_HUMAN,False,N/A
P0350,C1255,499.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.51,8,NONE,1.12,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0351,C1609,3499.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.96,31,NONE,0.01,0,False,ESCALATE_TO_HUMAN,False,N/A
P0352,C1890,5999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.65,27,NONE,0.01,0,False,RETRY_PAYMENT,True,SUCCESS
P0353,C1994,999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.82,32,NONE,5.85,0,False,WAIT_AND_RETRY,True,SUCCESS
P0354,C1792,199.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.77,35,PAST_DUE,0.2,0,False,WAIT_AND_RETRY,True,FAIL
P0355,C1091,14999.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,1.0,15,NONE,2.91,0,False,ESCALATE_TO_HUMAN,False,N/A
P0356,C1822,799.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,3,0.96,10,NONE,0.2,1,False,ESCALATE_TO_HUMAN,False,N/A
P0357,C1014,299.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.84,7,PAST_DUE,0.05,0,False,RETRY_PAYMENT,True,FAIL
P0358,C1144,799.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.74,35,NONE,3.1,0,False,RETRY_PAYMENT,True,SUCCESS
P0359,C1678,4999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.5,3,NONE,0.04,1,False,WAIT_AND_RETRY,True,SUCCESS
P0360,C1090,11999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.93,20,NONE,0.5,0,False,ESCALATE_TO_HUMAN,False,N/A
P0361,C1360,1999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.77,19,NONE,0.89,2,False,ESCALATE_TO_HUMAN,False,N/A
P0362,C1230,6999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,2,0.98,1,NONE,2.32,0,False,ESCALATE_TO_HUMAN,False,N/A
P0363,C1337,14999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,3,0.86,26,NONE,5.97,0,False,ESCALATE_TO_HUMAN,False,N/A
P0364,C1931,499.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,1,0.94,19,NONE,3.59,2,False,ESCALATE_TO_HUMAN,False,N/A
P0365,C1900,19999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.51,4,ACTIVE,0.01,1,False,ESCALATE_TO_HUMAN,False,N/A
P0366,C1026,799.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.72,9,ACTIVE,0.52,0,False,WAIT_AND_RETRY,True,SUCCESS
P0367,C1033,1499.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.91,23,ACTIVE,0.01,2,False,ESCALATE_TO_HUMAN,False,N/A
P0368,C1449,599.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.99,4,NONE,2.29,1,False,RETRY_PAYMENT,True,FAIL
P0369,C1896,5999.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.66,25,NONE,5.91,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0370,C1985,9999.0,INR,EXPIRED_CARD,Card expired,0,0.69,35,NONE,0.46,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0371,C1184,2499.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.99,33,ACTIVE,2.9,0,False,WAIT_AND_RETRY,True,FAIL
P0372,C1928,1499.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.75,5,NONE,0.04,0,False,RETRY_PAYMENT,True,SUCCESS
P0373,C1934,8999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.99,39,NONE,0.17,0,False,RETRY_PAYMENT,True,SUCCESS
P0374,C1983,7999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.8,18,ACTIVE,0.01,0,False,WAIT_AND_RETRY,True,FAIL
P0375,C1615,1499.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.9,15,NONE,0.58,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0376,C1339,999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,1.0,2,PAST_DUE,0.01,2,False,ESCALATE_TO_HUMAN,False,N/A
P0377,C1330,8999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,1.0,11,PAST_DUE,3.38,0,False,WAIT_AND_RETRY,True,SUCCESS
P0378,C1712,799.0,INR,EXPIRED_CARD,Card expired,0,0.8,21,NONE,0.01,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0379,C1362,15999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.75,27,NONE,5.04,0,False,ESCALATE_TO_HUMAN,False,N/A
P0380,C1755,4999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.77,12,ACTIVE,2.9,0,False,RETRY_PAYMENT,True,SUCCESS
P0381,C1006,799.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.88,16,NONE,1.87,0,False,RETRY_PAYMENT,True,SUCCESS
P0382,C1661,999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,2,0.73,30,NONE,4.31,0,False,ESCALATE_TO_HUMAN,False,N/A
P0383,C1548,1299.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,1,0.91,3,ACTIVE,0.52,0,False,RETRY_PAYMENT,True,FAIL
P0384,C1862,199.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,3,0.74,21,NONE,2.62,0,False,ESCALATE_TO_HUMAN,False,N/A
P0385,C1973,2499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.7,17,NONE,0.51,0,False,WAIT_AND_RETRY,True,SUCCESS
P0386,C1157,1999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,1,0.94,1,NONE,2.34,0,False,RETRY_PAYMENT,True,FAIL
P0387,C1118,8999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.86,8,NONE,1.17,0,False,RETRY_PAYMENT,True,SUCCESS
P0388,C1654,1999.0,INR,EXPIRED_CARD,Card expired,0,0.89,19,NONE,1.76,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0389,C1104,299.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,2,0.5,0,NONE,6.58,0,False,ESCALATE_TO_HUMAN,False,N/A
P0390,C1133,599.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,1.0,10,NONE,5.81,0,False,RETRY_PAYMENT,True,SUCCESS
P0391,C1202,7999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.94,39,NONE,5.14,0,False,WAIT_AND_RETRY,True,FAIL
P0392,C1934,1499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.86,30,NONE,2.62,1,False,RETRY_PAYMENT,True,FAIL
P0393,C1866,299.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.96,30,NONE,1.11,0,False,WAIT_AND_RETRY,True,SUCCESS
P0394,C1423,5999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.69,35,NONE,0.51,2,False,ESCALATE_TO_HUMAN,False,N/A
P0395,C1710,6999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.64,27,NONE,0.21,0,False,WAIT_AND_RETRY,True,FAIL
P0396,C1071,7999.0,INR,EXPIRED_CARD,Card expired,0,0.59,20,NONE,2.79,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0397,C1298,2499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.76,9,NONE,4.39,0,False,RETRY_PAYMENT,True,SUCCESS
P0398,C1867,1299.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,1.0,22,PAST_DUE,0.82,1,False,RETRY_PAYMENT,True,SUCCESS
P0399,C1640,11999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,1,0.84,18,PAST_DUE,2.89,0,False,ESCALATE_TO_HUMAN,False,N/A
P0400,C1893,1999.0,INR,BANK_ERROR,Issuer returned a temporary processing error,0,0.93,24,NONE,0.16,0,False,RETRY_PAYMENT,True,FAIL
P0401,C1880,12999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.73,5,NONE,3.15,0,False,ESCALATE_TO_HUMAN,False,N/A
P0402,C1729,599.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.83,11,NONE,3.51,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0403,C1879,1499.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.86,5,NONE,5.03,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0404,C1547,2999.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.66,40,NONE,4.91,1,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0405,C1611,15999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.8,18,NONE,0.82,0,False,ESCALATE_TO_HUMAN,False,N/A
P0406,C1258,9999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.77,18,NONE,0.91,0,False,RETRY_PAYMENT,True,SUCCESS
P0407,C1717,7999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,1,0.86,23,ACTIVE,4.36,0,False,RETRY_PAYMENT,True,FAIL
P0408,C1743,3499.0,INR,CARD_BLOCKED,Card blocked by issuer,0,0.85,31,NONE,0.52,1,False,ESCALATE_TO_HUMAN,False,N/A
P0409,C1487,2499.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.7,10,NONE,3.22,0,False,WAIT_AND_RETRY,True,FAIL
P0410,C1979,1499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.68,24,PAST_DUE,0.93,0,False,WAIT_AND_RETRY,True,FAIL
P0411,C1693,3999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,1,0.5,37,NONE,2.04,0,False,WAIT_AND_RETRY,True,SUCCESS
P0412,C1058,1499.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.87,22,ACTIVE,0.05,0,False,RETRY_PAYMENT,True,SUCCESS
P0413,C1478,12999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,1,0.97,7,NONE,5.85,0,False,ESCALATE_TO_HUMAN,False,N/A
P0414,C1340,5999.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,1,0.88,16,ACTIVE,1.18,0,False,RETRY_PAYMENT,True,SUCCESS
P0415,C1441,3499.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.9,31,PAST_DUE,0.06,0,False,RETRY_PAYMENT,True,SUCCESS
P0416,C1680,1499.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.92,1,NONE,0.86,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0417,C1831,7999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.8,27,NONE,6.23,0,False,RETRY_PAYMENT,True,FAIL
P0418,C1092,999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.79,21,NONE,7.99,0,False,ESCALATE_TO_HUMAN,False,N/A
P0419,C1676,599.0,INR,REPEATED_FAILURE,Multiple consecutive failures on this payment,2,0.71,11,NONE,1.08,1,False,ESCALATE_TO_HUMAN,False,N/A
P0420,C1500,1499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.91,12,NONE,0.06,0,False,WAIT_AND_RETRY,True,FAIL
P0421,C1738,9999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.93,2,NONE,2.54,1,False,CREATE_PAYMENT_LINK,True,FAIL
P0422,C1940,599.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.93,4,ACTIVE,0.54,0,False,RETRY_PAYMENT,True,SUCCESS
P0423,C1837,7999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.87,39,NONE,0.05,1,False,WAIT_AND_RETRY,True,FAIL
P0424,C1987,6999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,1.0,20,NONE,0.01,0,False,WAIT_AND_RETRY,True,SUCCESS
P0425,C1041,8999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,1.0,10,NONE,0.06,0,False,WAIT_AND_RETRY,True,SUCCESS
P0426,C1710,199.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,0,1.0,11,ACTIVE,0.18,0,False,RETRY_PAYMENT,True,SUCCESS
P0427,C1973,2499.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.74,38,ACTIVE,0.94,0,False,RETRY_PAYMENT,True,SUCCESS
P0428,C1198,999.0,INR,EXPIRED_CARD,Card expired,0,0.68,34,ACTIVE,0.21,2,False,ESCALATE_TO_HUMAN,False,N/A
P0429,C1445,2499.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.84,3,NONE,2.09,1,False,RETRY_PAYMENT,True,SUCCESS
P0430,C1606,499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.78,1,NONE,2.64,0,False,RETRY_PAYMENT,True,FAIL
P0431,C1599,1299.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.86,12,PAST_DUE,0.01,0,False,WAIT_AND_RETRY,True,SUCCESS
P0432,C1287,599.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.78,40,ACTIVE,0.06,0,False,WAIT_AND_RETRY,True,SUCCESS
P0433,C1088,3499.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,3,0.94,36,CANCELLED,6.97,2,False,ESCALATE_TO_HUMAN,False,N/A
P0434,C1968,1299.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.85,15,NONE,0.01,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0435,C1709,299.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,1.0,28,ACTIVE,0.43,0,False,WAIT_AND_RETRY,True,SUCCESS
P0436,C1895,1499.0,INR,EXPIRED_CARD,Saved card has passed its expiry date,0,0.85,36,NONE,0.22,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0437,C1276,19999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.82,33,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0438,C1179,19999.0,INR,EXPIRED_CARD,Card expired,0,0.96,3,NONE,7.59,0,False,ESCALATE_TO_HUMAN,False,N/A
P0439,C1771,1499.0,INR,BANK_ERROR,Issuer returned a temporary processing error,1,0.94,37,NONE,1.88,0,False,RETRY_PAYMENT,True,SUCCESS
P0440,C1545,1499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,1,0.77,32,NONE,5.24,1,False,RETRY_PAYMENT,True,FAIL
P0441,C1295,1499.0,INR,CARD_BLOCKED,Card blocked by issuer,0,0.84,5,NONE,0.04,0,False,ESCALATE_TO_HUMAN,False,N/A
P0442,C1430,199.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,2,0.65,18,NONE,0.01,0,False,ESCALATE_TO_HUMAN,False,N/A
P0443,C1805,19999.0,INR,BANK_ERROR,Bank system unavailable (5xx),0,0.96,26,NONE,5.19,0,False,ESCALATE_TO_HUMAN,False,N/A
P0444,C1788,499.0,INR,EXPIRED_CARD,Card expired,0,0.9,19,NONE,0.19,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0445,C1588,12999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.95,10,PAST_DUE,4.52,0,False,ESCALATE_TO_HUMAN,False,N/A
P0446,C1942,999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.72,9,NONE,3.52,1,False,RETRY_PAYMENT,True,FAIL
P0447,C1966,19999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.98,18,NONE,4.68,0,False,ESCALATE_TO_HUMAN,False,N/A
P0448,C1334,2999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,1.0,19,NONE,0.52,0,False,RETRY_PAYMENT,True,SUCCESS
P0449,C1502,1499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,3,0.88,5,NONE,8.24,1,False,ESCALATE_TO_HUMAN,False,N/A
P0450,C1895,5999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.76,24,NONE,0.55,0,False,RETRY_PAYMENT,True,FAIL
P0451,C1088,6999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.94,26,NONE,0.46,2,False,ESCALATE_TO_HUMAN,False,N/A
P0452,C1727,24999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,1.0,5,PAST_DUE,0.44,0,False,ESCALATE_TO_HUMAN,False,N/A
P0453,C1027,4999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.86,31,NONE,0.18,2,False,ESCALATE_TO_HUMAN,False,N/A
P0454,C1504,4999.0,INR,EXPIRED_CARD,Card expired,0,0.99,26,PAST_DUE,2.06,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0455,C1595,1999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,1.0,36,NONE,0.19,1,False,RETRY_PAYMENT,True,SUCCESS
P0456,C1784,999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,2,0.8,3,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0457,C1098,4999.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,1.0,17,NONE,0.16,0,False,WAIT_AND_RETRY,True,SUCCESS
P0458,C1628,11999.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,0,0.91,13,NONE,2.95,0,False,ESCALATE_TO_HUMAN,False,N/A
P0459,C1611,799.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,0,0.94,23,ACTIVE,0.22,0,False,RETRY_PAYMENT,True,SUCCESS
P0460,C1802,599.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.91,19,NONE,0.04,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0461,C1067,2499.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.91,30,NONE,0.01,1,False,RETRY_PAYMENT,True,SUCCESS
P0462,C1356,999.0,INR,SUBSCRIPTION_FAILURE,Auto-debit for subscription cycle declined,2,1.0,1,CANCELLED,0.23,1,False,ESCALATE_TO_HUMAN,False,N/A
P0463,C1175,199.0,INR,EXPIRED_CARD,Card expired,0,1.0,33,PAST_DUE,0.06,1,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0464,C1417,299.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,1.0,11,NONE,1.7,0,False,RETRY_PAYMENT,True,FAIL
P0465,C1467,199.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.49,5,PAST_DUE,4.45,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0466,C1535,49999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,1.0,23,PAST_DUE,0.04,0,False,ESCALATE_TO_HUMAN,False,N/A
P0467,C1609,12999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,1.0,4,ACTIVE,0.04,0,False,ESCALATE_TO_HUMAN,False,N/A
P0468,C1523,4999.0,INR,REPEATED_FAILURE,Card declined repeatedly by issuer,2,0.71,25,NONE,0.22,0,False,ESCALATE_TO_HUMAN,False,N/A
P0469,C1510,3499.0,INR,EXPIRED_CARD,Card expired,0,1.0,1,ACTIVE,0.19,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0470,C1351,7999.0,INR,BANK_TIMEOUT,Issuing bank did not respond in time,0,0.92,29,NONE,0.01,1,False,RETRY_PAYMENT,True,SUCCESS
P0471,C1798,199.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,1.0,2,NONE,0.2,0,False,CREATE_PAYMENT_LINK,True,EXPIRED
P0472,C1506,8999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.66,36,PAST_DUE,2.21,0,False,RETRY_PAYMENT,True,SUCCESS
P0473,C1365,199.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.89,40,PAST_DUE,1.65,0,False,RETRY_PAYMENT,True,SUCCESS
P0474,C1884,4999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.83,7,NONE,8.12,0,False,ESCALATE_TO_HUMAN,False,N/A
P0475,C1827,24999.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,0.88,36,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0476,C1997,3499.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.73,39,NONE,6.2,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0477,C1437,11999.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,1.0,37,PAST_DUE,2.24,0,False,ESCALATE_TO_HUMAN,False,N/A
P0478,C1781,1999.0,INR,CHECKOUT_ABANDONED,Customer left checkout before paying,0,0.9,20,NONE,0.01,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0479,C1787,15999.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.99,40,NONE,0.01,0,False,ESCALATE_TO_HUMAN,False,N/A
P0480,C1866,4999.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,2,0.6,27,NONE,1.13,0,False,ESCALATE_TO_HUMAN,False,N/A
P0481,C1475,299.0,INR,AUTH_FAILURE,Customer did not complete OTP verification,0,1.0,9,PAST_DUE,8.38,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0482,C1020,799.0,INR,INSUFFICIENT_FUNDS,Insufficient funds in account,2,0.98,35,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0483,C1143,11999.0,INR,CARD_BLOCKED,Card blocked by issuer,2,1.0,25,NONE,0.05,0,False,ESCALATE_TO_HUMAN,False,N/A
P0484,C1320,8999.0,INR,PAYMENT_TIMEOUT,Customer session expired at gateway,0,0.78,16,NONE,3.37,0,False,RETRY_PAYMENT,True,SUCCESS
P0485,C1057,799.0,INR,BANK_TIMEOUT,Gateway timeout while contacting issuer,0,0.85,28,NONE,6.65,1,False,RETRY_PAYMENT,True,SUCCESS
P0486,C1926,12999.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.71,23,NONE,0.01,1,False,ESCALATE_TO_HUMAN,False,N/A
P0487,C1397,999.0,INR,AUTH_FAILURE,3-D Secure / OTP authentication failed,0,0.87,7,PAST_DUE,3.51,1,False,CREATE_PAYMENT_LINK,True,FAIL
P0488,C1034,3499.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,1,0.64,28,NONE,0.06,1,False,WAIT_AND_RETRY,True,SUCCESS
P0489,C1360,2999.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,1,0.62,10,NONE,7.67,0,False,CREATE_PAYMENT_LINK,True,SUCCESS
P0490,C1321,3499.0,INR,PAYMENT_TIMEOUT,Payment session timed out before completion,0,0.5,0,NONE,0.04,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0491,C1846,5999.0,INR,CHECKOUT_ABANDONED,Checkout closed at payment step,0,0.61,28,NONE,0.88,0,False,CREATE_PAYMENT_LINK,True,FAIL
P0492,C1928,199.0,INR,SUBSCRIPTION_FAILURE,Recurring mandate debit failed,0,0.88,35,PAST_DUE,4.4,0,False,RETRY_PAYMENT,True,SUCCESS
P0493,C1791,299.0,INR,INSUFFICIENT_FUNDS,Card declined: insufficient balance,0,0.94,23,NONE,4.24,0,False,WAIT_AND_RETRY,True,FAIL
